Unique ID,Date,URL,Page title,Lang,What's wrong,Details,Tags,Info exists,Actionable,PII
05/20-0888,"23 May, 2020 12:42",,Symptoms,EN,,Regulations regarding moving around from eastern townships to chambly que,Permissible activities,,,
05/20-0889,"23 May, 2020 13:06",,Prevention+risks,EN,The answer I need is missing,"What are the risks when visiting a take out restaurant/drive thru, e.g. getting a take out coffee at McDonald's or Tim Horton's. Thank You.",Permissible activities,,,
05/20-0890,"23 May, 2020 13:18",,Symptoms,FR,The answer I need is missing,quand n'est on plus contagieux suite au diagnostic de covid-19,Contagious,,,
05/20-0891,"23 May, 2020 13:20",,Prevention+risks,EN,,Help for seniors,"Financial support,Vulnerable people",,,
05/20-0892,"23 May, 2020 13:22",,Prevention+risks,EN,The answer I need is missing,Can I get infected through my car's air conditioning system?,Transmission,,,
05/20-0893,"23 May, 2020 13:23",,Symptoms,EN,The information isn’t clear,Is just having Diarrhea a symptom,Symptoms,,,
05/20-0894,"23 May, 2020 13:44",,Prevention+risks,EN,,hand washing and wearing mask,"PPE,General precautions",,,
05/20-0895,"23 May, 2020 13:46",,Prevention+risks,EN,,"I do prefer it in french. my english is poor, thank you. georges moukhtar",,,,
05/20-0896,"23 May, 2020 14:25",,Symptoms,EN,,Severe chill,Symptoms,,,
05/20-0897,"23 May, 2020 14:30",,Prevention+risks,FR,,Les heures d ouverture durant le covid 19,Reopening,,,
05/20-0898,"23 May, 2020 14:32",,Prevention+risks,FR,The answer I need is missing,"Comment se traiter quand on a le Covid. Comment la maladie se développe est-ce que si je me sens bien mieux aujourd'hui me donne de l'espoir mais que demain je peux être mourant ? On donne partout les chiffres des décès, comment se protéger mais pas beaucoup d'espoir de guérison.","Course of illness,Treatment",,,
05/20-0899,"23 May, 2020 14:42",,Prevention+risks,FR,,Les chiens sont ils porteurs du covid?,Transmission,,,
05/20-0900,"23 May, 2020 14:54",,Prevention+risks,EN,The answer I need is missing,Is it okay to go kayaking ob toronto rivers,Permissible activities,,,
05/20-0902,"23 May, 2020 15:39",,Symptoms,EN,Something is broken or incorrect,List only three symptoms of covid? Really?,Symptoms,,,
05/20-0903,"23 May, 2020 15:54",,Symptoms,EN,,How to find out if you’ve had the virus,Testing,,,
05/20-0904,"23 May, 2020 15:58",,Symptoms,EN,,How are patients treated in hospital,Treatment,,,
05/20-0905,"23 May, 2020 16:05",,Symptoms,EN,,Why is the number a Why is the number 19 attached?,What is covid,,,
05/20-0906,"23 May, 2020 16:17",,Prevention+risks,EN,The answer I need is missing,What is the protocol for people in an apartment building that has people with COVID 19? Should the people in the building be tested?,Testing,,,
05/20-0907,"23 May, 2020 16:23",,Symptoms,EN,,Am i still contagious after recovery?,Contagious,,,
05/20-0908,"23 May, 2020 16:39",,Prevention+risks,EN,The answer I need is missing,How many people can gather?,"Permissible activities,Social contact",,,
05/20-0909,"23 May, 2020 16:41",,Symptoms,FR,The answer I need is missing,Besoin de ´information sur combien de temps une personne est-elle contagieuse après avoir eu un test positif?,Contagious,,,
05/20-0910,"23 May, 2020 16:41",,Prevention+risks,EN,The information isn’t clear,With compromised immune systems: What health issues are these? Does this include Asthma?,Vulnerable people,,,
05/20-0911,"23 May, 2020 17:15",,Symptoms,EN,,"Can I fly from New Brunswick to Calgary, Alberta to visit my son. Do I have to self quarantine if I fly?","Travel within Canada,Quarantine and isolation",,,
05/20-0912,"23 May, 2020 17:28",,Symptoms,FR,Other reason,J attend un appelle pour discuté de ma.situatiom 14 jours ou je peux appeller vue que j'ai pas de nouvelles,Permissible activities,,,
05/20-0913,"23 May, 2020 17:28",,Prevention+risks,EN,,money for senior during covid-19,"Financial support,Vulnerable people",,,
05/20-0914,"23 May, 2020 17:45",,Prevention+risks,EN,Other reason,"Im looking for, if there is one, an example form for the self isolate plan we would require when entering Canada","Travel from outside Canada,Quarantine and isolation",,,
05/20-0915,"23 May, 2020 17:46",,Prevention+risks,EN,I’m not in the right place,Programme Benefits,Financial support,,,
05/20-0916,"23 May, 2020 17:57",,Symptoms,EN,The answer I need is missing,I'm looking for the symptoms shown in children so I can decide whether to take my child to a health care professional,Symptoms,,,
05/20-0917,"23 May, 2020 17:57",,Symptoms,EN,The answer I need is missing,I'm looking for the symptoms shown in children so I can decide whether to take my child to a health care professional,Symptoms,,,
05/20-0918,"23 May, 2020 18:17",,Prevention+risks,EN,Other reason,How do I report a business that has a confirmed covid 19 case,"Report rule breaking,Workplace",,,
05/20-0919,"23 May, 2020 18:30",,Prevention+risks,EN,The answer I need is missing,Which health conditions make a person high risk,Vulnerable people,,,
05/20-0920,"23 May, 2020 18:33",,Prevention+risks,EN,The answer I need is missing,Info on entering water at Ontario beaches,"Permissible activities,Swimming",,,
05/20-0922,"23 May, 2020 19:07",,Prevention+risks,FR,The answer I need is missing,"Lecture des journaux, etc. Peut-on les lire des la réception ou attendre?",Virus survival,,,
05/20-0923,"23 May, 2020 19:13",,Symptoms,FR,The answer I need is missing,boutons sur la langue,Symptoms,,,
05/20-0924,"23 May, 2020 19:22",,Symptoms,FR,Other reason,je veux savoir quel sont TOUT les symptômes du coronavirus merci,Symptoms,,,
05/20-0925,"23 May, 2020 19:34",,Symptoms,EN,,is having a red rash and several spots part of the symptoms?,Symptoms,,,
05/20-0926,"23 May, 2020 19:35",,Prevention+risks,EN,The answer I need is missing,Can children transmit COVID 19 if they are a carrier,Transmission,,,
05/20-0927,"23 May, 2020 19:50",,Symptoms,FR,,"étourdissement, mal de coeur, stomach une grosse lourdeur, et pas faim.",Symptoms,,,
05/20-0928,"23 May, 2020 19:52",,Prevention+risks,EN,I’m not in the right place,can others stay the night at my house,"Permissible activities,Social contact",,,
05/20-0929,"23 May, 2020 20:08",,Symptoms,EN,The answer I need is missing,The telephone number for COVID 19 enquires. I have worsening breathing and coughing but no fever.,"Symptoms,Contact info",,,
05/20-0930,"23 May, 2020 20:25",,Prevention+risks,EN,The information isn’t clear,I have tested positive for covid and am currently in hospital. Can I go outside?,Permissible activities,,,
05/20-0931,"23 May, 2020 21:07",,Prevention+risks,EN,,How does one get tested for anti bodies,Testing,,,
05/20-0932,"23 May, 2020 21:18",,Symptoms,EN,The answer I need is missing,I want to know more about the type of cough,Symptoms,,,
05/20-0933,"23 May, 2020 21:18",,Symptoms,EN,The answer I need is missing,I want to know more about the type of cough,Symptoms,,,
05/20-0934,"23 May, 2020 22:14",,Prevention+risks,EN,The answer I need is missing,"If I fly direct from Charlottetown, PEI, where there have been no cases of Covid in over 2 weeks, to Toronto, and go directly to my mother's house, am I required to self isolate for 2 weeks?","Travel within Canada,Quarantine and isolation",,,
05/20-0936,"23 May, 2020 22:55",,Prevention+risks,EN,The answer I need is missing,My employer wants me to take a covid 19 test because I may have exposed to someone who was tested positive. But I feel no symptoms. Will I still be allowed to take the test,"Testing,Workplace",,,
05/20-0937,"23 May, 2020 23:08",,Prevention+risks,EN,The answer I need is missing,I’m concerned about restarting chapel with 15 people of singing would be ok at 6 feet apart,Permissible activities,,,
05/20-0938,"23 May, 2020 23:29",,Prevention+risks,FR,The answer I need is missing,Ma moto est au NB. Puis-je me rendre au ligne pour la récupérer,Travel within Canada,,,
05/20-0939,"24 May, 2020 00:03",,Prevention+risks,EN,I’m not in the right place,Looking for information regarding newly updated senior/old age etc benefit increase in may 2020,Financial support,,,
05/20-0941,"24 May, 2020 00:20",,Symptoms,FR,The answer I need is missing,Voudrais savoir si on peut être 2 personne dans le même véhicule même si on a pas la même adresse,"Permissible activities,Carpool",,,
05/20-0942,"24 May, 2020 00:32",,Prevention+risks,EN,,Is a gathering of 5 or more unrelated persons now permissible?,"Permissible activities,Social contact",,,
05/20-0943,"24 May, 2020 00:34",,Symptoms,FR,,Aucune mention du Hidroxicloroquine (Plaquenil) et azitromicine efficace et utiliser au Nouveau Brunswick?,Treatment,,,
05/20-0944,"24 May, 2020 01:24",,Prevention+risks,FR,The information isn’t clear,Personne qui va travailler au Québec qui demeure au NB l'isolement,"Workplace,Quarantine and isolation",,,
05/20-0945,"24 May, 2020 01:54",,Symptoms,EN,The answer I need is missing,"Should not portray a vaccine as our salvation. No vaccine exists for any other coronavirus - rushing to invent one, for the Trillion-dollar prize, will endanger more Canadians than SAR-CoV-2 does. Instead, highlight available treatments such as IV Vit C, IV Ozone, Ivermectin, etc. Treat, not Vax!","Vaccine,Treatment",,,
05/20-0946,"24 May, 2020 02:02",,Symptoms,FR,,Tousse tellement que perd connaissance...,Symptoms,,,
05/20-0947,"24 May, 2020 02:06",,Symptoms,EN,The answer I need is missing,"OK, if ""Most people with mild coronavirus illness will recover on their own."", then how many Canadians are in this category, week by week? Without knowing this, and without deploying available Treatments, the dire predictions are simply not believable.","Course of illness,Cases - deaths - recoveries",,,
05/20-0950,"24 May, 2020 04:21",,Prevention+risks,EN,Other reason,I live in Nova Scotia and my daughter lives in Gatineau Quebec can I drive to pick her up in July and bring her to Nova Scotia,Travel within Canada,,,
05/20-0952,"24 May, 2020 06:11",,Symptoms,FR,Other reason,je suis asymptomatique psycologiquement anxiete maux de tete severefatigue extreme 70 ans au traval je suis tester negatif mais je vais pas ai je droit au chomage maladie,"Vulnerable people,Symptoms",,,
05/20-0954,"24 May, 2020 11:18",,Prevention+risks,EN,,Can two people from different addresses be in the same car?,"Permissible activities,Carpool",,,
05/20-0957,"24 May, 2020 12:46",,Symptoms,FR,,Je n'ai toujours pas reçu mon résultat covid-19?,Testing,,,
05/20-0958,"24 May, 2020 12:58",,Prevention+risks,FR,,Déplacements entre le Québec et l’Ontario,Travel within Canada,,,
05/20-0959,"24 May, 2020 13:15",,Symptoms,EN,,ITS ALL BS,,,,
05/20-0961,"24 May, 2020 14:45",,Prevention+risks,EN,Other reason,What if a hairdresser works in more than 1 salon? Are they able to continue to do so?,Workplace,,,
05/20-0962,"24 May, 2020 14:56",,Symptoms,EN,The answer I need is missing,"Better breakdowns MUST be included. 84th and we are NOT told told how many admitted in a hospital? How LONG?, how many were told to SI after being confirmed? HOW many HEALTHY people died . Of deaths how many were had extreme limited time left.",Cases - deaths - recoveries,,,
05/20-0964,"24 May, 2020 15:15",,Prevention+risks,FR,,À l'intérieur d'un automobile quels sont les restrictions si plus d'une adresse,"Permissible activities,Carpool",,,
05/20-0965,"24 May, 2020 15:26",,Symptoms,FR,The answer I need is missing,"Je veux savoir si des vomissements,de la congestion nasal et de la douleur à la tête peut-être de symptôme de la clovid",Symptoms,,,
05/20-0966,"24 May, 2020 15:56",,Prevention+risks,FR,,Aide financière,Financial support,,,
05/20-0967,"24 May, 2020 16:31",,Symptoms,FR,,La langue me chaufe,Symptoms,,,
05/20-0968,"24 May, 2020 17:16",,Symptoms,EN,,If I fly from Ontario to Alberta do I have to isolate myself from that person in Alberta for 14 days. They way things look right now,Travel within Canada,,,
05/20-0969,"24 May, 2020 17:37",,Prevention+risks,EN,Other reason,Can COVID-19 be spread by second hand cigarette smoke,Transmission,,,
05/20-0971,"24 May, 2020 18:07",,Prevention+risks,EN,The answer I need is missing,is it ok for an elderly couple to host a bbq in the backyard with three guests that is people who do not live in their household?,"Permissible activities,Social contact",,,
05/20-0973,"24 May, 2020 19:35",,Symptoms,FR,Other reason,J'au une fatigue extrême. Dois je me faire tester,"Symptoms,Testing",,,
05/20-0974,"24 May, 2020 19:41",,Symptoms,EN,The information isn’t clear,What are the exact symptom of Covid 19,Symptoms,,,
05/20-0975,"24 May, 2020 19:53",,Prevention+risks,EN,,results for covid-test taken at Michael garron,Testing,,,
05/20-0976,"24 May, 2020 19:54",,Symptoms,EN,The answer I need is missing,If I have tested negative while on isolation do I still have to finish 14 day isolation,Quarantine and isolation,,,
05/20-0977,"24 May, 2020 20:03",,Symptoms,FR,The answer I need is missing,J’attend toujours ma réponse comme quoi je n’ai pas le covid pour pouvoir retourner au travail demain le 25 mai,"Testing,Workplace",,,
05/20-0978,"24 May, 2020 20:04",,Prevention+risks,EN,I’m not in the right place,"My husband is coming back from the United States and will have to isolate for 14 days, as I am in the same house do I also have to isolate for 14 days","Travel from outside Canada,Quarantine and isolation",,,
05/20-0979,"24 May, 2020 20:10",,Symptoms,FR,The answer I need is missing,je veux savoir quel sont les derniers développements lorsqu'on à été en contact avec un cas positif mais que nous n'avons pas de symptômes. le cissslav nous assure que nous ne sommes pas obligé de s'isoler si pas de symptôme est-ce vrai?,Quarantine and isolation,,,
05/20-0980,"24 May, 2020 20:22",,Prevention+risks,EN,The answer I need is missing,"Are seniors over 80 years old free to go grocery shopping, etc.?","Permissible activities,Vulnerable people",,,
05/20-0981,"24 May, 2020 20:26",,Symptoms,EN,,symtoms need to be updated,Symptoms,,,
05/20-0982,"24 May, 2020 20:45",,Prevention+risks,EN,,Where to purchase ppe,PPE,,,
05/20-0984,"24 May, 2020 21:18",,Prevention+risks,EN,The answer I need is missing,My four children and their families alternate every 2weeks at a cottage. What should be done to prepare for a second family replacing the first? How many days should elapse before new a new family moves in ? I am alone in my own cottage . Are family members permitted to live with me?,Permissible activities,,,
05/20-0985,"24 May, 2020 21:39",,Symptoms,FR,Other reason,"Bonjour, je voudrais savoir si on fait des courses puis on rentre, on range les courses on oublie de se laver les mains et on touche notre bouche qel est le risque courru merci",Transmission,,,
05/20-0987,"24 May, 2020 22:03",,Symptoms,FR,The answer I need is missing,"Bonjour mon frère a des cloc d'eau sur les mains jusqu'au coudre, et sa lui démange, que pensez-vous se que sais",Symptoms,,,
05/20-0988,"24 May, 2020 22:12",,Symptoms,EN,I’m not in the right place,covid symptoms,Symptoms,,,
05/20-0989,"24 May, 2020 22:23",,Prevention+risks,FR,The answer I need is missing,La cigarette,,,,
05/20-0990,"24 May, 2020 22:42",,Prevention+risks,EN,The answer I need is missing,How long can you carry the virus and not know you might be contagious?,Contagious,,,
05/20-0991,"24 May, 2020 23:00",,Prevention+risks,EN,Other reason,I want a answer to why I can’t post my ad?,,,,
05/20-0992,"24 May, 2020 23:17",,Prevention+risks,FR,,Je suis responsable garderie familiale privée est-ce que je peux utiliser ma petite piscine pour enfant pour les activités extérieur des enfants quand il fera chaud?,"Permissible activities,Daycare,Swimming",,,
05/20-0993,"25 May, 2020 01:53",,Symptoms,FR,The answer I need is missing,Comment se soigner à la maison ???,"Treatment,Treating at home",,,
05/20-0994,"25 May, 2020 02:16",,Prevention+risks,EN,Other reason,"I have copd and self isolating, I know there is no exact date when this will be over but my employer is asking about when I can return.Im very nervous about this because one mistake an I could put myself in a bad position with my health",Workplace,,,
05/20-0996,"25 May, 2020 04:06",,Prevention+risks,EN,The answer I need is missing,Gatherings,"Permissible activities,Social contact",,,
05/20-0997,"25 May, 2020 05:11",,Prevention+risks,EN,The information isn’t clear,"Always fought about if I should get my school done, always said no cause nukes, and government BS, and yes BS! Now this covid. afterwards will it be worth it to start school?? Or are we just gonna go back to a contest threat of nuclear war? someone beat some sense into our higher ups. Clearly needed",,,,
05/20-0999,"25 May, 2020 06:00",,Prevention+risks,FR,,covid-19 personnes hospitalisé au québec,Cases - deaths - recoveries,,,
05/20-1000,"25 May, 2020 06:34",,Prevention+risks,EN,,Where do I go to get tested? I live in Scarborough and I am a senior .I am 70 years old,"Testing,Vulnerable people",,,
05/20-1001,"25 May, 2020 06:46",,Symptoms,EN,The answer I need is missing,How is the virus travelling from person to person. I'm told by droplets of someone sneezing. How did the virus get there in the first place? Virus is airborne - how does it move?,Transmission,,,
05/20-1002,"25 May, 2020 07:46",,Symptoms,EN,,Can your neck and chest become sore on the right side,Symptoms,,,
05/20-1003,"25 May, 2020 09:01",,Prevention+risks,EN,I’m not in the right place,Evictions for people renting apartments,Vulnerable people,,,
05/20-1005,"25 May, 2020 10:18",,Symptoms,FR,I’m not in the right place,Personne âgée dans résidence avec fièvre envoyée à l'hôpital et retournée à la résidence. La personne âgée a été testée positive alors pourquoi elle n'est pas gardée à l'hôpital?,"Vulnerable people,Symptoms,Testing",,,
05/20-1006,"25 May, 2020 10:47",,Symptoms,EN,,sweating,Symptoms,,,
05/20-1007,"25 May, 2020 11:54",,Symptoms,FR,,J’ai toute le goût de vomir ?,Symptoms,,,
05/20-1008,"25 May, 2020 12:12",,Symptoms,FR,The answer I need is missing,Je voudrais savoir si après une personne soit guérir normal quel continue avoir perte de goût et odorat si oui pourquoi merci,"Symptoms,Course of illness",,,
05/20-1009,"25 May, 2020 12:39",,Symptoms,EN,,what are all the symptoms of covid,Symptoms,,,
05/20-1010,"25 May, 2020 12:46",,Symptoms,EN,The answer I need is missing,I'm not feeling well (flu-ish) and wondering if and how to get tested for Covid-19 in Red Deer,"Symptoms,Testing",,,
05/20-1011,"25 May, 2020 12:56",,Symptoms,FR,Other reason,Maux de ventre et diarrhée,Symptoms,,,
05/20-1012,"25 May, 2020 13:18",,Prevention+risks,EN,The answer I need is missing,What is the guideline for gatherings of 5 or less people? Any people? Anywhere?,"Permissible activities,Social contact",,,
05/20-1013,"25 May, 2020 13:22",,Symptoms,EN,I’m not in the right place,I would like to know about restrictions in my area due to the virus such as : Where I can eat in Will baseball be cancelled Is access getting worse or better,Permissible activities,,,
05/20-1014,"25 May, 2020 13:59",,Prevention+risks,FR,The answer I need is missing,Informations sur l’argent comptant (risque et prévention),Transmission,,,
05/20-1015,"25 May, 2020 14:11",,Prevention+risks,EN,,Can a family of 10 gather outside six feet apart for a parent's 85th birthday?,"Permissible activities,Family relationships,Vulnerable people",,,
05/20-1016,"25 May, 2020 14:11",,Prevention+risks,EN,,Appetite,Symptoms,,,
