Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
05/20-0085,Tue May 12 2020 11:47:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,"I was looking for things to do IF you get/have the virus....you know, bed rest, drink fluids etc","Treatment, At home",,,,
05/20-0086,Tue May 12 2020 11:56:32 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0087,Tue May 12 2020 08:36:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,,No details,,,,
05/20-0088,Tue May 12 2020 09:43:17 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,How long does the coronavirus life on coin?,Virus survival,,,,
05/20-0089,Tue May 12 2020 10:40:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Antibiotics,Treatment,,,,
05/20-0090,Tue May 12 2020 10:43:42 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,how long does Covid-19 last on cardboard?,Virus survival,,,,
05/20-0091,Tue May 12 2020 10:51:31 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0092,Tue May 12 2020 11:00:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"If you become ill with just a normal flu, Does the 14 day precaution isolation period begin after you are symptom free?",Quarantine isolation self-isolation,,,,
05/20-0093,Mon May 11 2020 18:22:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,how long is a person contagious prior to symptoms? you only talk about the incubation period. thank you,Contagious,,,,
05/20-0094,Mon May 11 2020 20:44:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0095,Mon May 11 2020 21:02:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0096,Mon May 11 2020 21:37:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How long to isolate after being diagnosed. Important for co-workers to understand the protocol,Quarantine isolation self-isolation,,,,
05/20-0097,Tue May 12 2020 00:12:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0098,Tue May 12 2020 00:21:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0099,Tue May 12 2020 00:35:36 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0100,Tue May 12 2020 00:38:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0101,Tue May 12 2020 01:13:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0102,Tue May 12 2020 02:34:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I was looking for the stages and there not here,Course of illness,,,,
05/20-0103,Tue May 12 2020 09:58:42 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0104,Tue May 12 2020 10:23:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,what is the medical advice for canadians diagnosed with covid? is the use of ice the counter medications to treat symptoms reconsider?,"Treatment, At home",,,,
05/20-0105,Tue May 12 2020 12:25:17 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"Not all of the symptoms are mentioned, ie. muscle pain.",Symptoms,,,,
05/20-0106,Tue May 12 2020 12:29:37 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0107,Tue May 12 2020 12:46:15 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,Other reason,comment et ou pour les clinique de depistage?,Testing,,,,
05/20-0108,Tue May 12 2020 13:22:01 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,Je voudrais savoir quel site je dois visiter pour savoir si les frontières sont ouvertes pour l'Espagne & France aux voyageurs internationaux,Travel from outside Canada,,,,
05/20-0109,Tue May 12 2020 13:02:47 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,la fievre apparait combien de temps apres la toux,Symptoms,,,,
05/20-0110,Tue May 12 2020 13:59:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0111,Tue May 12 2020 14:30:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,What temperature in Fahrenheit should I be concerned that it could be covid 19,Symptoms,,,,
05/20-0112,Tue May 12 2020 14:44:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0113,Tue May 12 2020 14:46:42 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"Ont as ete malade a la mie fevrier, ma conjointe a ete voire son medecin et lui as dit qu'elle avait une pneumonie et moi tomber malade le 15 fevrier (ce qui semblais une grippe) partie en Republique Dominican le dimanche et la bas jai eu une fievre et meme perdus le sens du gouter pour un jour ou 2",Symptoms,,,,
05/20-0114,Tue May 12 2020 14:47:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"Head to toe sandpaper rash, stomach ache, fatigued. No fever initially, then low grade fever. 7 years old.",Symptoms,,,,
05/20-0115,Tue May 12 2020 15:07:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,mor symptoms not anof clear,Symptoms,,,,
05/20-0116,Tue May 12 2020 15:16:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"I would like to know how COVID-19 progresses in a given individual. Are the symptoms constant and do they worsen, or do they come and go?",Course of illness,,,,
05/20-0117,Tue May 12 2020 16:04:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,If the nasal test is taken today when will I know the results?,Testing,,,,
05/20-0118,Tue May 12 2020 15:52:36 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,J'aimerais savoir s'il est possible de faire du co-voiturage d'une durée de 1h30 environ,"Permissible activities, Carpool",,,,
05/20-0119,Tue May 12 2020 15:37:37 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Je suis inquiète de mes symptômes depuis le debut ma montre apple whach arrete pas de me dire que je fais de la fibrillation auculaire est ce que sais un symthome covid19 je suis positive depuis le 2 mai,Symptoms,,,,
05/20-0120,Tue May 12 2020 15:18:12 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,,No details,,,,
05/20-0121,Tue May 12 2020 15:18:12 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,,No details,,,,
05/20-0122,Tue May 12 2020 15:30:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,I am trying to get the results of my coved-19 test done last week! Neither the Health Unit or I can find the link to results!! I have tried coved-19.ontario.ca and there is NOT a spot there!! Can you please help,Testing,,,,
05/20-0123,Tue May 12 2020 12:13:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What about paperwork that is passed from a traveler to another who is expected to handle the paperwork plus touching pen and keyboard.,Transmission,,,,
